;Curso;Empresa;Data Início;Data Término;Ano Início;Ano Término;Período;Latitude;Longitude;Cidade;Localização;;
526;Engenharia Química;BASF S/A;10/04/2021 00:00;10/03/2022 00:00;2021;2022;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
527;Engenharia Química;BASF S/A;16/11/2021 00:00;14/11/2022 00:00;2021;2022;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
528;Engenharia Química;BASF S/A;18/01/2022 00:00;30/12/2022 00:00;2022;2022;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
529;Engenharia Química;BASF S/A;24/01/2022 00:00;23/01/2023 00:00;2022;2023;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
530;Engenharia Química;BASF S/A;22/03/2022 00:00;31/12/2022 00:00;2022;2022;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
531;Engenharia Química;BASF S/A;03/08/2022 00:00;03/07/2023 00:00;2022;2023;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
532;Engenharia Química;BASF S/A;04/04/2022 00:00;04/03/2023 00:00;2022;2023;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
533;Engenharia Química;BASF S/A;05/02/2022 00:00;28/04/2023 00:00;2022;2023;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
534;Engenharia Química;BASF S/A;05/10/2022 00:00;05/09/2023 00:00;2022;2023;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
535;Engenharia Química;BASF S/A;26/04/2022 00:00;15/07/2022 00:00;2022;2022;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
536;Engenharia Química;BASF S/A;06/01/2022 00:00;31/05/2023 00:00;2022;2023;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
537;Engenharia Química;BASF S/A;07/04/2022 00:00;07/03/2023 00:00;2022;2023;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
538;Engenharia Química;BASF S/A;10/04/2022 00:00;10/03/2023 00:00;2022;2023;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
539;Engenharia Química;BASF S/A;10/10/2022 00:00;10/09/2023 00:00;2022;2023;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
540;Engenharia Química;BASF S/A;10/04/2022 00:00;10/03/2023 00:00;2022;2023;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
541;Engenharia Química;BASF S/A;10/04/2022 00:00;30/06/2023 00:00;2022;2023;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
542;Engenharia Química;BASF S/A;21/02/2022 00:00;20/02/2023 00:00;2022;2023;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
543;Engenharia Química;BASF S/A;03/08/2021 00:00;03/07/2022 00:00;2021;2022;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
544;Engenharia Química;BASF S/A;18/01/2016 00:00;12/07/2016 00:00;2016;2016;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
545;Engenharia Química;BASF S/A;18/01/2017 00:00;26/06/2017 00:00;2017;2017;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
546;Engenharia Química;BASF S/A;16/01/2017 00:00;29/12/2017 00:00;2017;2017;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
547;Engenharia Química;BASF S/A;02/06/2017 00:00;06/01/2017 00:00;2017;2017;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
548;Engenharia Química;BASF S/A;20/02/2017 00:00;21/12/2017 00:00;2017;2017;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
549;Engenharia Química;BASF S/A;07/10/2017 00:00;29/06/2018 00:00;2017;2018;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
550;Engenharia Química;BASF S/A;12/04/2017 00:00;22/10/2018 00:00;2017;2018;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
551;Engenharia Química;BASF S/A;01/08/2018 00:00;26/11/2018 00:00;2018;2018;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
552;Engenharia Química;BASF S/A;30/12/2017 00:00;19/12/2018 00:00;2017;2018;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
553;Engenharia Química;BASF S/A;19/02/2018 00:00;24/01/2019 00:00;2018;2019;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
554;Engenharia Química;BASF S/A;03/05/2018 00:00;20/02/2019 00:00;2018;2019;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
555;Engenharia Química;BASF S/A;03/12/2018 00:00;26/11/2018 00:00;2018;2018;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
556;Engenharia Química;BASF S/A;16/04/2018 00:00;22/03/2019 00:00;2018;2019;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
557;Engenharia Química;BASF S/A;07/10/2018 00:00;07/09/2019 00:00;2018;2019;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
558;Engenharia Química;BASF S/A;12/04/2018 00:00;12/03/2019 00:00;2018;2019;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
559;Engenharia Química;BASF S/A;01/08/2019 00:00;30/08/2019 00:00;2019;2019;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
560;Engenharia Química;BASF S/A;01/07/2019 00:00;12/12/2019 00:00;2019;2019;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
561;Engenharia Química;BASF S/A;19/02/2019 00:00;16/07/2019 00:00;2019;2019;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
562;Engenharia Química;BASF S/A;03/05/2019 00:00;12/09/2019 00:00;2019;2019;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
563;Engenharia Química;BASF S/A;16/09/2019 00:00;01/12/2021 00:00;2019;2021;2;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
564;Engenharia Química;BASF S/A;01/06/2020 00:00;01/06/2020 00:00;2020;2020;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
565;Engenharia Química;BASF S/A;01/07/2020 00:00;11/03/2020 00:00;2020;2020;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
566;Engenharia Química;BASF S/A;15/06/2020 00:00;14/06/2021 00:00;2020;2021;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
567;Engenharia Química;BASF S/A;01/06/2021 00:00;13/08/2021 00:00;2021;2021;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
568;Engenharia Química;BASF S/A;01/06/2021 00:00;01/04/2022 00:00;2021;2022;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
569;Engenharia Química;BASF S/A;01/04/2021 00:00;01/03/2022 00:00;2021;2022;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
570;Engenharia Química;BASF S/A;26/01/2021 00:00;25/01/2022 00:00;2021;2022;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
571;Engenharia Química;BASF S/A;02/08/2021 00:00;12/06/2021 00:00;2021;2021;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
572;Engenharia Química;BASF S/A;15/03/2021 00:00;14/03/2022 00:00;2021;2022;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
573;Engenharia Química;BASF S/A;15/06/2021 00:00;14/06/2022 00:00;2021;2022;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
574;Engenharia Química;BASF S/A;21/06/2021 00:00;18/02/2022 00:00;2021;2022;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
575;Engenharia Química;BASF S/A;21/06/2021 00:00;20/06/2023 00:00;2021;2023;2;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
576;Engenharia Química;BASF S/A;08/03/2021 00:00;18/08/2021 00:00;2021;2021;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
577;Engenharia Química;BASF S/A;08/09/2021 00:00;07/01/2022 00:00;2021;2022;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
578;Engenharia Química;BASF S/A;13/09/2021 00:00;09/12/2023 00:00;2021;2023;2;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
579;Engenharia Química;BASF S/A;11/03/2021 00:00;09/01/2022 00:00;2021;2022;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
580;Engenharia Química;BASF S/A;12/01/2021 00:00;30/11/2022 00:00;2021;2022;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
581;Engenharia Química;BASF S/A;13/12/2021 00:00;12/12/2022 00:00;2021;2022;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
582;Engenharia Química;BASF S/A;01/04/2022 00:00;31/12/2022 00:00;2022;2022;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
583;Engenharia Química;BASF S/A;13/12/2021 00:00;12/12/2022 00:00;2021;2022;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
584;Engenharia Química;BASF S/A;01/03/2022 00:00;09/09/2022 00:00;2022;2022;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
585;Engenharia Química;BASF S/A;26/01/2022 00:00;31/12/2022 00:00;2022;2022;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
586;Engenharia Química;BASF S/A;17/01/2022 00:00;16/01/2023 00:00;2022;2023;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
587;Engenharia Química;BASF S/A;24/01/2022 00:00;23/01/2023 00:00;2022;2023;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
588;Engenharia Química;BASF S/A;15/03/2022 00:00;14/03/2023 00:00;2022;2023;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
589;Engenharia Química;BASF S/A;04/12/2022 00:00;31/12/2022 00:00;2022;2022;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
590;Engenharia Química;BASF S/A;02/06/2017 00:00;15/12/2017 00:00;2017;2017;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
591;Engenharia Química;BASF S/A;03/11/2019 00:00;23/01/2020 00:00;2019;2020;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
592;Engenharia Química;BASF S/A;03/11/2019 00:00;13/02/2020 00:00;2019;2020;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
593;Engenharia Química;BASF S/A;18/03/2019 00:00;19/02/2020 00:00;2019;2020;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
594;Engenharia Química;BASF S/A;19/08/2019 00:00;19/08/2020 00:00;2019;2020;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
595;Engenharia Química;BASF S/A;09/02/2019 00:00;09/01/2020 00:00;2019;2020;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
596;Engenharia Química;BASF S/A;10/07/2019 00:00;10/06/2020 00:00;2019;2020;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
597;Engenharia Química;BASF S/A;12/02/2019 00:00;16/11/2020 00:00;2019;2020;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
598;Engenharia Química;BASF S/A;12/02/2019 00:00;16/11/2020 00:00;2019;2020;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
599;Engenharia Química;BASF S/A;03/11/2020 00:00;18/10/2020 00:00;2020;2020;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
600;Engenharia Química;BASF S/A;17/03/2020 00:00;15/03/2021 00:00;2020;2021;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
601;Engenharia Química;BASF S/A;05/04/2020 00:00;05/03/2021 00:00;2020;2021;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
602;Engenharia Química;BASF S/A;07/06/2020 00:00;31/12/2021 00:00;2020;2021;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
603;Engenharia Química;BASF S/A;13/07/2020 00:00;04/01/2021 00:00;2020;2021;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
604;Engenharia Química;BASF S/A;19/08/2020 00:00;03/01/2021 00:00;2020;2021;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
605;Engenharia Química;BASF S/A;12/02/2020 00:00;09/12/2021 00:00;2020;2021;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
606;Engenharia Química;BASF S/A;05/04/2021 00:00;05/02/2022 00:00;2021;2022;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
607;Engenharia Química;BASF S/A;07/04/2022 00:00;07/03/2023 00:00;2022;2023;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
608;Engenharia Química;BASF S/A;20/03/2018 00:00;03/01/2019 00:00;2018;2019;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
609;Engenharia Química;BASF S/A;08/06/2018 00:00;04/10/2019 00:00;2018;2019;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
610;Engenharia Química;BASF S/A;16/07/2018 00:00;15/07/2019 00:00;2018;2019;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
611;Engenharia Química;BASF S/A;01/01/2019 00:00;20/05/2019 00:00;2019;2019;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
612;Engenharia Química;BASF S/A;16/07/2019 00:00;16/12/2019 00:00;2019;2019;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
613;Engenharia Química;BASF S/A;08/01/2019 00:00;31/01/2020 00:00;2019;2020;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
614;Engenharia Química;BASF S/A;01/04/2021 00:00;01/03/2022 00:00;2021;2022;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
615;Engenharia Química;BASF S/A;01/11/2021 00:00;01/10/2022 00:00;2021;2022;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
616;Engenharia Química;BASF S/A;03/01/2021 00:00;05/05/2022 00:00;2021;2022;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
617;Engenharia Química;BASF S/A;01/11/2022 00:00;01/10/2023 00:00;2022;2023;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
618;Engenharia Química;BASF S/A;01/04/2022 00:00;01/03/2023 00:00;2022;2023;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
619;Engenharia Química;BASF S/A;05/02/2017 00:00;03/12/2018 00:00;2017;2018;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
620;Engenharia Química;BASF S/A;05/01/2018 00:00;19/12/2018 00:00;2018;2018;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
621;Engenharia Química;BASF S/A;18/01/2016 00:00;12/08/2016 00:00;2016;2016;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
622;Engenharia Química;BASF S/A;07/02/2018 00:00;07/01/2019 00:00;2018;2019;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
623;Engenharia Química;BASF S/A;12/06/2021 00:00;12/05/2022 00:00;2021;2022;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
624;Engenharia Química;BASF S/A;17/08/2020 00:00;07/12/2021 00:00;2020;2021;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
625;Engenharia Química;BASF S/A;01/02/2018 00:00;26/11/2018 00:00;2018;2018;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
626;Engenharia Química;BASF S/A;29/12/2018 00:00;01/02/2019 00:00;2018;2019;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
629;Engenharia Química;BASF S/A;01/01/2016 00:00;30/12/2016 00:00;2016;2016;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
630;Engenharia Química;BASF S/A;09/01/2016 00:00;16/12/2016 00:00;2016;2016;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
631;Engenharia Química;BASF S/A;01/09/2017 00:00;19/12/2018 00:00;2017;2018;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
632;Engenharia Química;BASF S/A;18/01/2017 00:00;16/01/2018 00:00;2017;2018;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
633;Engenharia Química;BASF S/A;04/03/2017 00:00;04/02/2019 00:00;2017;2019;2;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
634;Engenharia Química;BASF S/A;01/08/2018 00:00;26/11/2018 00:00;2018;2018;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
635;Engenharia Química;BASF S/A;02/06/2018 00:00;07/06/2018 00:00;2018;2018;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
636;Engenharia Química;BASF S/A;07/10/2018 00:00;07/09/2019 00:00;2018;2019;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
637;Engenharia Química;BASF S/A;14/08/2018 00:00;19/12/2018 00:00;2018;2018;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
638;Engenharia Química;BASF S/A;01/08/2019 00:00;21/10/2019 00:00;2019;2019;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
639;Engenharia Química;BASF S/A;02/05/2019 00:00;21/02/2020 00:00;2019;2020;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
640;Engenharia Química;BASF S/A;07/02/2019 00:00;29/06/2020 00:00;2019;2020;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
641;Engenharia Química;BASF S/A;07/10/2019 00:00;12/01/2019 00:00;2019;2019;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
642;Engenharia Química;BASF S/A;01/06/2020 00:00;15/12/2020 00:00;2020;2020;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
643;Engenharia Química;BASF S/A;17/03/2020 00:00;31/12/2020 00:00;2020;2020;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
644;Engenharia Química;BASF S/A;01/06/2021 00:00;01/07/2021 00:00;2021;2021;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
645;Engenharia Química;BASF S/A;10/04/2021 00:00;30/06/2023 00:00;2021;2023;2;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
646;Engenharia Química;BASF S/A;15/08/2022 00:00;14/08/2023 00:00;2022;2023;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
647;Engenharia Química;BASF S/A;09/03/2018 00:00;08/01/2019 00:00;2018;2019;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
648;Engenharia Química;BASF S/A;01/07/2019 00:00;03/06/2019 00:00;2019;2019;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
649;Engenharia Química;BASF S/A;13/05/2019 00:00;05/12/2020 00:00;2019;2020;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
650;Engenharia Química;BASF S/A;09/03/2019 00:00;09/01/2020 00:00;2019;2020;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
651;Engenharia Química;BASF S/A;16/03/2020 00:00;19/02/2021 00:00;2020;2021;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
652;Engenharia Química;BASF S/A;07/10/2018 00:00;06/11/2019 00:00;2018;2019;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
653;Engenharia Química;BASF S/A;07/06/2020 00:00;01/04/2021 00:00;2020;2021;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
654;Engenharia Química;BASF S/A;01/04/2021 00:00;09/10/2021 00:00;2021;2021;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
655;Engenharia Química;BASF S/A;02/08/2021 00:00;08/01/2022 00:00;2021;2022;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
656;Engenharia Química;BASF S/A;07/04/2022 00:00;07/03/2023 00:00;2022;2023;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
657;Engenharia Química;BASF S/A;01/09/2017 00:00;13/12/2017 00:00;2017;2017;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
658;Engenharia Química;BASF S/A;01/09/2017 00:00;21/11/2017 00:00;2017;2017;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
659;Engenharia Química;BASF S/A;16/10/2017 00:00;10/08/2018 00:00;2017;2018;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
660;Engenharia Química;BASF S/A;16/10/2017 00:00;15/06/2018 00:00;2017;2018;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
661;Engenharia Química;BASF S/A;01/08/2018 00:00;01/07/2019 00:00;2018;2019;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
662;Engenharia Química;BASF S/A;30/12/2017 00:00;09/03/2018 00:00;2017;2018;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
663;Engenharia Química;BASF S/A;30/12/2017 00:00;14/11/2018 00:00;2017;2018;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
664;Engenharia Química;BASF S/A;16/10/2018 00:00;06/03/2019 00:00;2018;2019;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
665;Engenharia Química;BASF S/A;01/08/2019 00:00;23/01/2020 00:00;2019;2020;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
666;Engenharia Química;BASF S/A;01/06/2020 00:00;12/07/2020 00:00;2020;2020;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
667;Engenharia Química;BASF S/A;01/06/2021 00:00;08/01/2021 00:00;2021;2021;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
668;Engenharia Química;BASF S/A;04/12/2021 00:00;04/11/2022 00:00;2021;2022;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
669;Engenharia Química;BASF S/A;04/12/2022 00:00;06/10/2022 00:00;2022;2022;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
670;Engenharia Química;BASF S/A;03/11/2019 00:00;20/02/2020 00:00;2019;2020;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
671;Engenharia Química;BASF S/A;01/07/2020 00:00;12/09/2020 00:00;2020;2020;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
672;Engenharia Química;BASF S/A;01/06/2020 00:00;01/06/2021 00:00;2020;2021;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
673;Engenharia Química;BASF S/A;03/11/2020 00:00;03/09/2021 00:00;2020;2021;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
674;Engenharia Química;BASF S/A;01/06/2021 00:00;04/02/2021 00:00;2021;2021;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
675;Engenharia Química;BASF S/A;24/05/2021 00:00;23/05/2022 00:00;2021;2022;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
676;Engenharia Química;BASF S/A;01/01/2022 00:00;31/12/2022 00:00;2022;2022;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
677;Engenharia Química;BASF S/A;24/05/2022 00:00;23/11/2022 00:00;2022;2022;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
678;Engenharia Química;BASF S/A;10/10/2022 00:00;10/09/2023 00:00;2022;2023;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
679;Engenharia Química;BASF S/A;14/08/2017 00:00;07/02/2018 00:00;2017;2018;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
680;Engenharia Química;BASF S/A;02/06/2017 00:00;19/01/2018 00:00;2017;2018;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
681;Engenharia Química;BASF S/A;02/06/2017 00:00;14/06/2017 00:00;2017;2017;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
682;Engenharia Química;BASF S/A;01/09/2017 00:00;12/06/2017 00:00;2017;2017;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
683;Engenharia Química;BASF S/A;02/06/2017 00:00;02/05/2018 00:00;2017;2018;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
684;Engenharia Química;BASF S/A;30/12/2017 00:00;28/12/2018 00:00;2017;2018;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
685;Engenharia Química;BASF S/A;02/05/2018 00:00;19/12/2018 00:00;2018;2018;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
686;Engenharia Química;BASF S/A;02/06/2018 00:00;19/12/2018 00:00;2018;2018;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
687;Engenharia Química;BASF S/A;05/02/2022 00:00;28/04/2023 00:00;2022;2023;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
688;Engenharia Química;BASF S/A;09/05/2022 00:00;09/04/2023 00:00;2022;2023;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
689;Engenharia Química;BASF S/A;07/10/2019 00:00;07/01/2020 00:00;2019;2020;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
690;Engenharia Química;BASF S/A;08/01/2017 00:00;26/06/2018 00:00;2017;2018;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
691;Engenharia Química;BASF S/A;08/01/2017 00:00;26/06/2018 00:00;2017;2018;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
692;Engenharia Química;BASF S/A;03/11/2019 00:00;23/01/2020 00:00;2019;2020;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
693;Engenharia Química;BASF S/A;08/05/2019 00:00;12/02/2019 00:00;2019;2019;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
694;Engenharia Química;BASF S/A;03/10/2020 00:00;03/09/2021 00:00;2020;2021;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
697;Engenharia Química;BASF S/A;01/01/2016 00:00;20/07/2016 00:00;2016;2016;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
698;Engenharia Química;BASF S/A;07/10/2017 00:00;15/06/2018 00:00;2017;2018;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
699;Engenharia Química;BASF S/A;03/01/2021 00:00;28/02/2022 00:00;2021;2022;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
700;Engenharia Química;BASF S/A;03/01/2022 00:00;04/05/2022 00:00;2022;2022;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
701;Engenharia Química;BASF S/A;07/11/2022 00:00;07/10/2023 00:00;2022;2023;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
702;Engenharia Química;BASF S/A;01/08/2018 00:00;19/12/2018 00:00;2018;2018;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
703;Engenharia Química;BASF S/A;10/02/2017 00:00;09/05/2018 00:00;2017;2018;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
704;Engenharia Química;BASF S/A;03/11/2019 00:00;18/12/2019 00:00;2019;2019;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
705;Engenharia Química;BASF S/A;01/01/2021 00:00;12/10/2021 00:00;2021;2021;0;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
706;Engenharia Química;BASF S/A;07/05/2021 00:00;07/04/2022 00:00;2021;2022;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
707;Engenharia Química;BASF S/A;07/05/2022 00:00;07/04/2023 00:00;2022;2023;1;-2.323.251.286;-4.598.011.305;Guaratinguetá;1;;
